0.94096,0.62413
0.93673,0.62929
0.93243,0.63437
0.92805,0.63935
0.9236,0.64422
0.91907,0.64898
0.91447,0.65362
0.90979,0.65813
0.90504,0.6625
0.90021,0.66673
0.89532,0.67081
0.89035,0.67473
0.88533,0.67848
0.88024,0.68206
0.87511,0.68547
0.86993,0.6887
0.86472,0.69176
0.85948,0.69464
0.85422,0.69734
0.84895,0.69987
0.84367,0.70221
0.8384,0.70438
0.83315,0.70637
0.82792,0.70818
0.82272,0.70983
0.81756,0.71132
0.81244,0.71264
0.80739,0.7138
0.8024,0.7148
0.79748,0.71565
0.79262,0.71636
0.7878,0.71693
0.78297,0.71737
0.77813,0.71769
0.77327,0.71787
0.76841,0.71793
0.76355,0.71786
0.7587,0.71766
0.75385,0.71733
0.74903,0.71688
0.74425,0.71631
0.73951,0.71561
0.73481,0.7148
0.73016,0.71388
0.72556,0.71285
0.72102,0.71171
0.71654,0.71048
0.71211,0.70914
0.70775,0.70771
0.70346,0.70619
0.69923,0.70459
0.69508,0.7029
0.69099,0.70114
0.68699,0.69931
0.68305,0.69741
0.67917,0.69543
0.67535,0.6934
0.67162,0.69131
0.66797,0.68917
0.66439,0.68699
0.6609,0.68477
0.65749,0.68251
0.65415,0.68023
0.6509,0.67792
0.64772,0.6756
0.64463,0.67325
0.64161,0.6709
0.63867,0.66853
0.63581,0.66617
0.63302,0.6638
0.63032,0.66143
0.62768,0.65907
0.62513,0.65672
0.62265,0.65438
0.62024,0.65206
0.6179,0.64975
0.61564,0.64747
0.61345,0.64521
0.61134,0.64297
0.6093,0.64077
0.60733,0.6386
0.60543,0.63646
0.6036,0.63436
0.60185,0.63229
0.60017,0.63026
0.59855,0.62828
0.59697,0.62635
0.59544,0.62449
0.594,0.62267
0.59267,0.62088
0.59145,0.61911
0.59034,0.61738
0.5893,0.61569
0.58831,0.61406
0.58738,0.61251
0.58655,0.611
0.58588,0.60957
0.58534,0.60828
0.58484,0.60701
0.58442,0.60576
0.58411,0.60457
0.58391,0.60347
0.58379,0.6025
0.58377,0.60171
0.58381,0.60098
0.58389,0.6003
0.58401,0.59964
0.58418,0.59903
0.5844,0.59846
0.58463,0.59794
0.58487,0.59748
0.58515,0.59707
0.5855,0.59671
0.58592,0.5964
0.58647,0.5961
0.58715,0.59582
0.58792,0.5956
0.58875,0.59548
0.58964,0.59545
0.59063,0.59553
0.59179,0.59573
0.59304,0.59607
0.59433,0.59651
0.59572,0.59712
0.59721,0.59786
0.59883,0.59873
0.6006,0.59973
0.60249,0.60082
0.60452,0.60202
0.60675,0.60336
0.60916,0.60484
0.6117,0.60641
0.6145,0.6081
0.61755,0.60985
0.62081,0.61166
0.62438,0.61357
0.62822,0.61558
0.63231,0.61765
0.63658,0.61973
0.64098,0.62177
0.64542,0.62373
0.64988,0.62559
0.65436,0.62736
